brands,categories,countries,energy-kcal_100g,fat_100g,nutrition_data,nutrition_data_prepared_per,nutrition_grades,product_name,proteins_100g,fiber_100g,nutrition_data_per,salt_100g,saturated-fat_100g,sugars_100g,nutriments_estimated,serving_quantity,nutrition_data_prepared,no_nutrition_data
Jason’s sourdough,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,White breads,Sourdough breads","Ireland,United Kingdom,United States",111.0,0.8,on,100g,b,Jason’s sourdough,10.1,2.9,,0.905,0.1,2.4,"{'alcohol_100g': 0, 'beta-carotene_100g': 4.32975e-06, 'calcium_100g': 0.02436434575, 'cholesterol_100g': 0, 'copper_100g': 0.000245346675, 'fructose_100g': 0.086595, 'galactose_100g': 0, 'glucose_100g': 0.086595, 'iodine_100g': 1.7076e-05, 'iron_100g': 0.001910288, 'lactose_100g': 0.086595, 'magnesium_100g': 0.0633568335, 'maltose_100g': 0.900588, 'manganese_100g': 0.0019057392105, 'pantothenic-acid_100g': 0.000415656, 'phosphorus_100g': 0.1905452, 'phylloquinone_100g': 3.4638e-07, 'polyols_100g': 0, 'potassium_100g': 0.24263702575, 'selenium_100g': 8.726525e-06, 'sucrose_100g': 0.484932, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.000225147, 'vitamin-b2_100g': 4.32975e-06, 'vitamin-b6_100g': 9.52545e-05, 'vitamin-b9_100g': 2.2254915e-05, 'vitamin-c_100g': 0.0002164875, 'vitamin-d_100g': 1.125735e-07, 'vitamin-e_100g': 0.0006841005, 'vitamin-pp_100g': 4.32975e-05, 'water_100g': 23.690402175, 'zinc_100g': 0.001647127975}",,,
HEINZ BEANZ,"Растителни храни и напитки,Растителни храни,en:Fruits and vegetables based foods,Зеленчуци и зеленчукови продукти,en:Vegetable-based foods and beverages,Консерви,Зеленчуци,Зеленчукови храни,Консервирани растителни храни,en:Prepared vegetables,Печен боб в доматен сос,en:Canned legumes,Боб от консерва","Bulgaria, France, Germany, Portugal, Spain, United Kingdom, en:sweden",85.0,0.2,on,100g,a,ベイクドビーンズ,4.7,3.7,,0.59,0.1,5.0,,,,
Bjorg,"snacks, sweet-snacks, biscuits-and-cakes, biscuits, chocolate-biscuits, fr:biscuits-au-chocolat, biscuits-et-gâteaux, fr:cookies-au-chocolat, fr:cookies-au-chocolat-et-aux-noisettes, snacks-sucrés, fr:cookies-au-chocolat, fr:cookies-au-chocolat-et-aux-noisettes",Frankreich,496.0,26.0,on,100g,d,Le cookie Chocolat Noisette,7.4,6.3,100g,0.36,5.3,29.0,"{'beta-carotene_100g': 3.3538625e-06, 'calcium_100g': 0.0361074834375, 'cholesterol_100g': 0.00199915, 'copper_100g': 0.000501123340625, 'fructose_100g': 0.05888021875, 'galactose_100g': 0.007709125, 'glucose_100g': 0.0747250625, 'iodine_100g': 6.593125, 'lactose_100g': 0.30096875, 'maltose_100g': 0.37848021875, 'manganese_100g': 0.00129803643125, 'pantothenic-acid_100g': 0.0003838303125, 'phosphorus_100g': 0.1539683125, 'phylloquinone_100g': 9.516790625e-06, 'polyols_100g': 0.0425, 'potassium_100g': 0.3005373396875, 'selenium_100g': 7.84059046875e-06, 'starch_100g': 21.717735, 'sucrose_100g': 29.83518021875, 'vitamin-a_100g': 2.244671875e-06, 'vitamin-b12_100g': 8.11490625, 'vitamin-b1_100g': 0.00013953734375, 'vitamin-b2_100g': 4.01163125e-05, 'vitamin-b6_100g': 5.67240625e-05, 'vitamin-b9_100g': 2.284705625e-05, 'vitamin-c_100g': 0.00017458125, 'vitamin-d_100g': 4.25780875e-07, 'vitamin-pp_100g': 0.00015953934375, 'water_100g': 5.245402421875, 'zinc_100g': 0.001366614625}",,,
MILKY FOOD,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Desserts lactés fermentés nature,Fromages blancs,Fromages blancs natures",Maroc,225.0,21.0,on,100g,unknown,Fromage blanc nature,3.8,0.0,100g,0.0,,,,,,
Mont Roucous,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales,Eaux minérales naturelles",France,0.0,0.0,on,100g,a,Mont Roucous,0.0,,100ml,0.00075,0.0,0.0,"{'alcohol_100g': 0.0, 'beta-carotene_100g': 0.0, 'cholesterol_100g': 0.0, 'copper_100g': 1.7e-05, 'fiber_100g': 0.0, 'fructose_100g': 0.0, 'galactose_100g': 0.0, 'glucose_100g': 0.0, 'iodine_100g': 0.0, 'iron_100g': 3e-05, 'lactose_100g': 0.0, 'maltose_100g': 0.0, 'manganese_100g': 8.2e-07, 'pantothenic-acid_100g': 0.0, 'phosphorus_100g': 0.0, 'phylloquinone_100g': 0.0, 'polyols_100g': 0.0, 'potassium_100g': 0.00073, 'selenium_100g': 5e-07, 'starch_100g': 0.0, 'sucrose_100g': 0.0, 'vitamin-a_100g': 0.0, 'vitamin-b12_100g': 0.0, 'vitamin-b1_100g': 0.0, 'vitamin-b2_100g': 0.0, 'vitamin-b6_100g': 0.0, 'vitamin-b9_100g': 0.0, 'vitamin-c_100g': 0.0, 'vitamin-d_100g': 0.0, 'vitamin-e_100g': 0.0, 'vitamin-pp_100g': 0.0, 'water_100g': 100.0, 'zinc_100g': 1.1e-05}",,,
Gerblé,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,fr:Goûter aux écorces confites",France,449.0,15.0,on,100g,c,Goûter aux écorces confites,9.4,6.1,100g,0.03,1.4,20.0,,,,
Pure Via,"Plant-based foods and beverages, Plant-based foods, Sweeteners, Food additives, Stevia and their products, Sugar substitutes, en:tabletop-sweeteners","Belgium, France, Morocco, Switzerland, en:reunion",2.0,0.2,on,100g,not-applicable,Poudre stevia,0.0,,100g,0.0,0.2,0.0,,,,
Jaouda,en:yogurts,"France,en:morocco",80.0,1.6,on,100g,c,Ghani,3.2,,100g,0.2,0.6,12.0,,,,
ALHORRA,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges","France, Morocco, en:united-states",900.0,100.0,on,100g,b,Huile d'olive vierge de Maroc,0.0,,100ml,0.0,17.0,0.0,"{'alcohol_100g': 0.0, 'beta-carotene_100g': 0.00021, 'calcium_100g': 0.0001, 'cholesterol_100g': 0.0, 'copper_100g': 5e-06, 'fiber_100g': 0.0, 'fructose_100g': 0.0, 'galactose_100g': 0.0, 'glucose_100g': 0.0, 'iodine_100g': 1e-05, 'iron_100g': 2.5e-05, 'lactose_100g': 0.0, 'magnesium_100g': 2.5e-05, 'maltose_100g': 0.0, 'manganese_100g': 5e-06, 'pantothenic-acid_100g': 0.0, 'phosphorus_100g': 0.00015, 'phylloquinone_100g': 5.81e-05, 'polyols_100g': 0.0, 'potassium_100g': 0.00015, 'selenium_100g': 1e-05, 'starch_100g': 0.0, 'sucrose_100g': 0.0, 'vitamin-a_100g': 0.0, 'vitamin-b12_100g': 0.0, 'vitamin-b1_100g': 0.0, 'vitamin-b2_100g': 0.0, 'vitamin-b6_100g': 0.0, 'vitamin-b9_100g': 0.0, 'vitamin-c_100g': 0.0, 'vitamin-d_100g': 1.3e-07, 'vitamin-e_100g': 0.0223, 'vitamin-pp_100g': 0.0, 'water_100g': 0.1, 'zinc_100g': 2.5e-05}",,,
Bonne Maman,"Snacks,Snacks sucrés,Biscuits et gâteaux,Gâteaux,Quatre-quarts,Madeleines,Madeleines natures","France,Suisse",435.0,25.0,on,100g,e,La Madeleine Pur beurre,5.9,1.3,,0.86,16.0,29.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 4.23135714285714e-05, 'calcium_100g': 0.031549371875, 'cholesterol_100g': 0.14026, 'copper_100g': 0.000100790848214286, 'fructose_100g': 0.05225, 'galactose_100g': 0.013, 'glucose_100g': 0.0936392857142857, 'iodine_100g': 8.96855357142865e-06, 'iron_100g': 0.000987313973214286, 'lactose_100g': 0.2393, 'magnesium_100g': 0.0243635970982143, 'maltose_100g': 0.2752, 'manganese_100g': 0.000551864678571429, 'pantothenic-acid_100g': 0.000475639285714286, 'phosphorus_100g': 0.107830535714286, 'phylloquinone_100g': 1.977e-06, 'polyols_100g': 0, 'potassium_100g': 0.114472252232143, 'selenium_100g': 5.39635758928571e-06, 'sucrose_100g': 26.7439428571429, 'vitamin-a_100g': 0.00021372, 'vitamin-b12_100g': 3.487e-07, 'vitamin-b1_100g': 7.69921428571429e-05, 'vitamin-b2_100g': 0.00012022, 'vitamin-b6_100g': 6.00171428571429e-05, 'vitamin-b9_100g': 1.4677e-05, 'vitamin-c_100g': 5.875e-05, 'vitamin-d_100g': 7.1655e-07, 'vitamin-e_100g': 0.00138305, 'vitamin-pp_100g': 9.469e-05, 'water_100g': 23.0522354241071, 'zinc_100g': 0.000729064107142857}",,,
BJORG,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed corn cakes","France,Morocco",381.0,4.0,on,100g,a,GALETTES EXTRA-FINES MAΪS,9.2,6.2,100g,0.3,0.5,0.8,"{'alcohol_100g': 0, 'beta-carotene_100g': 6.4805e-06, 'calcium_100g': 0.0399199, 'cholesterol_100g': 0, 'fructose_100g': 0.056829, 'galactose_100g': 0, 'glucose_100g': 0.1994, 'iodine_100g': 5.58, 'lactose_100g': 0, 'maltose_100g': 1.20637, 'pantothenic-acid_100g': 0.0005982, 'phylloquinone_100g': 1.7946e-06, 'polyols_100g': 0, 'potassium_100g': 0.3190907, 'sucrose_100g': 0.13958, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.0003988, 'vitamin-b2_100g': 0.00013958, 'vitamin-b6_100g': 0.0004985, 'vitamin-b9_100g': 0.000114655, 'vitamin-d_100g': 0, 'vitamin-pp_100g': 0.0020937, 'water_100g': 13.559281}",,,
Bonne Maman,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Purées d'oléagineux,Beurres de légumineuses,Pâtes à tartiner,Beurres de cacahuètes,Pâtes à tartiner au chocolat",France,575.0,39.0,on,100g,d,Pâte à tartiner cacahuètes et cacao,12.0,4.0,,0.1,6.0,39.0,"{'alcohol_100g': 0.01645, 'beta-carotene_100g': 1.63354166666667e-06, 'calcium_100g': 0.0308977066666667, 'cholesterol_100g': 0, 'copper_100g': 0.0003816995, 'fructose_100g': 0.045, 'galactose_100g': 0, 'glucose_100g': 0.045, 'iodine_100g': 7.55121666666667e-06, 'iron_100g': 0.00309263825, 'lactose_100g': 0.045, 'magnesium_100g': 0.101487935416667, 'maltose_100g': 0.045, 'manganese_100g': 0.000768145133333333, 'pantothenic-acid_100g': 0.000745, 'phosphorus_100g': 0.1945455125, 'phylloquinone_100g': 4.36366666666667e-07, 'polyols_100g': 0.0125, 'potassium_100g': 0.4790052125, 'selenium_100g': 1.598525e-05, 'starch_100g': 2.425, 'sucrose_100g': 31.3636333333333, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.0001758, 'vitamin-b2_100g': 2.11131666666667e-05, 'vitamin-b6_100g': 0.0001602595, 'vitamin-b9_100g': 4.107e-05, 'vitamin-c_100g': 0.0001125, 'vitamin-d_100g': 1.62944166666667e-07, 'vitamin-e_100g': 0.012715275, 'vitamin-pp_100g': 0.0042975, 'water_100g': 1.13964308333333, 'zinc_100g': 0.00153096275}",,,
Alpro,"en:Beverages and beverages preparations,Alimentos e bebidas à base de plantas,Bebidas,en:Dairy substitutes,Substitutos do leite,Bebidas à base de plantas,Leites de planta,Produtos pasteurizados","Austria, Belgium, Bulgaria, Czech Republic, France, Germany, Hungary, Italy, Luxembourg, Morocco, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Sweden, Switzerland, en:united-kingdom",20.0,0.8,on,100g,b,Alpro tempting and tropical coco low fat,0.1,0.1,100ml,0.12,0.8,1.9,"{'alcohol_100g': 0.0, 'beta-carotene_100g': 0.0, 'cholesterol_100g': 0.0, 'copper_100g': 3.96552e-05, 'fructose_100g': 0.0162, 'galactose_100g': 0.0, 'glucose_100g': 0.0162, 'iodine_100g': 6.74e-07, 'iron_100g': 0.000361152, 'lactose_100g': 0.0033, 'magnesium_100g': 0.006080444, 'maltose_100g': 0.0162, 'manganese_100g': 9.9655392e-05, 'pantothenic-acid_100g': 1.29e-05, 'phosphorus_100g': 0.0121548, 'phylloquinone_100g': 0.0, 'polyols_100g': 0.0, 'potassium_100g': 0.023592088, 'selenium_100g': 6.811e-07, 'starch_100g': 2.5674, 'sucrose_100g': 0.17728, 'vitamin-a_100g': 0.0, 'vitamin-b12_100g': 0.0, 'vitamin-b1_100g': 1.892e-06, 'vitamin-b2_100g': 0.0, 'vitamin-b6_100g': 6.698e-06, 'vitamin-b9_100g': 1.204e-06, 'vitamin-c_100g': 8.6e-05, 'vitamin-d_100g': 0.0, 'vitamin-e_100g': 6.284e-05, 'vitamin-pp_100g': 5.504e-05, 'water_100g': 91.43335, 'zinc_100g': 0.0001040444}",,,
,,en:Morocco,,,,,,,,,,,,,,,,
,ingredients,en:ma,356.0,0.6,on,100g,c,Mayfine,0.45,0.0,100g,0.071,0.0,0.0,,,,
Lipton,"Boissons, Boissons au thé, Thés glacés, Boissons avec sucre ajouté","France,en:reunion",13.0,0.0,on,100g,d,Ice Tea Pêche,0.0,,100ml,0.03,0.0,3.0,"{'alcohol_100g': 0.0, 'beta-carotene_100g': 0.0, 'calcium_100g': 0.006821929, 'cholesterol_100g': 0.0, 'copper_100g': 1.63663e-05, 'fiber_100g': 0.0, 'fructose_100g': 1.482, 'galactose_100g': 0.0, 'glucose_100g': 0.0, 'iodine_100g': 8.268e-08, 'iron_100g': 3.07482e-05, 'lactose_100g': 0.0, 'magnesium_100g': 0.000964755, 'maltose_100g': 0.0, 'manganese_100g': 1.03205e-06, 'pantothenic-acid_100g': 0.0, 'phosphorus_100g': 1.56e-06, 'phylloquinone_100g': 0.0, 'polyols_100g': 0.8034, 'potassium_100g': 0.000907685, 'selenium_100g': 5.6005e-07, 'starch_100g': 0.0, 'sucrose_100g': 1.55688, 'vitamin-a_100g': 0.0, 'vitamin-b12_100g': 0.0, 'vitamin-b1_100g': 0.0, 'vitamin-b2_100g': 2.964e-07, 'vitamin-b6_100g': 0.0, 'vitamin-b9_100g': 0.0, 'vitamin-c_100g': 0.0, 'vitamin-d_100g': 0.0, 'vitamin-e_100g': 0.0, 'vitamin-pp_100g': 0.0, 'water_100g': 94.855772, 'zinc_100g': 1.09015e-05}",,,
Pringles,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Salty snacks made from potato, Stacked extruded potato crisps","France, Germany, Italy, Martinique, Mauritius, Portugal, Réunion, Thailand, en:morocco",525.0,30.0,on,100g,d,Sour Cream & Onion,6.0,3.4,100g,1.3,6.4,2.7,,,,
Céréal Bio,"Meat alternatives,Vegetarian patties,Cereals and vegetables patties",France,186.0,5.2,on,100g,b,Galettes boulghour & épeautre,5.0,6.2,100g,0.95,0.6,3.8,,,,
Joly,"Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Thons, Thons en conserve, Thons à l'huile, Thons-a-l-huile-vegetale","France,Morocco,en:morocco",175.0,1.1,on,100g,a,Joly Thon Entier,33.0,0.0,100g,0.5,0.7,0.97,,,,
null,Fromages,en:Morocco,,,on,100g,unknown,El Mejor chef fromage 16p,,,100g,,,,,,,
"St Hubert, St hubert omega 3","Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Vegetable fats, Spreadable fats, Margarines, Light margarines, Unsalted margarines, Light unsalted margarines, en:salted-spreads","France,La Réunion,Suisse",468.0,52.0,on,100g,d,Oméga 3® Doux,0.0,,100g,0.4125,17.0,0.0,,,,
Pågen,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Toasts,Toasted bread rolls",France,397.0,6.2,on,100g,d,Krisprolls complets,12.0,7.7,100g,1.6,2.1,7.0,,,,
C’est qui le patron?!,"Dairies,Milks (liquid and powder),Milks,Homogenized milks,Pasteurised products,Semi-skimmed milks,UHT Milks","France, en:morocco",47.0,1.6,on,100g,b,Lait demi écrémé,3.3,0.0,,0.09,1.0,4.8,"{'alcohol_100g': 0, 'beta-carotene_100g': 9.45e-06, 'cholesterol_100g': 0.0057, 'copper_100g': 8.7e-06, 'fructose_100g': 0.05, 'galactose_100g': 0.05, 'glucose_100g': 0.05, 'iodine_100g': 1.21e-05, 'iron_100g': 4.5e-05, 'lactose_100g': 4.66, 'magnesium_100g': 0.0121, 'maltose_100g': 0.05, 'manganese_100g': 3.1e-06, 'pantothenic-acid_100g': 0.00041, 'phosphorus_100g': 0.0891, 'phylloquinone_100g': 2e-07, 'polyols_100g': 0, 'potassium_100g': 0.167, 'selenium_100g': 5e-06, 'starch_100g': 0, 'sucrose_100g': 0.05, 'vitamin-a_100g': 1.92e-05, 'vitamin-b12_100g': 3.8e-07, 'vitamin-b1_100g': 6e-05, 'vitamin-b2_100g': 0.00018, 'vitamin-b6_100g': 3.7e-05, 'vitamin-b9_100g': 9.49e-06, 'vitamin-c_100g': 0.0015, 'vitamin-d_100g': 2.5e-07, 'vitamin-e_100g': 0.00013, 'vitamin-pp_100g': 9.3e-05, 'water_100g': 89.4, 'zinc_100g': 0.00039}",,,
Star,Vinegar,Maroc,1.12,0.0,on,100g,not-applicable,Assaisonnement aromatisé au citron,0.0,0.0,100ml,0.0,0.0,,,,,
"MAIZENA, Unilever","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Aides culinaires,Amidons,Amidons de céréales,Amidon de maïs","Belgique,Canada,France,Allemagne,Martinique,La Réunion,Suisse",355.0,0.5,on,100g,c,Maizena Fleur de Maïs Sans Gluten 400g,0.5,1.0,100g,0.01,0.1,0.5,"{'alcohol_100g': 0, 'beta-carotene_100g': 0, 'calcium_100g': 0.006, 'cholesterol_100g': 0, 'copper_100g': 5e-05, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0, 'iodine_100g': 6e-07, 'iron_100g': 0.00038, 'lactose_100g': 0, 'magnesium_100g': 0.0035, 'maltose_100g': 0, 'manganese_100g': 0.00053, 'pantothenic-acid_100g': 0, 'phosphorus_100g': 0.056, 'phylloquinone_100g': 0, 'polyols_100g': 0, 'potassium_100g': 0.004, 'selenium_100g': 2.8e-06, 'starch_100g': 87, 'sucrose_100g': 0, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0, 'vitamin-b2_100g': 8e-06, 'vitamin-b6_100g': 5e-06, 'vitamin-b9_100g': 1e-06, 'vitamin-c_100g': 0, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0, 'vitamin-pp_100g': 3e-05, 'water_100g': 9.26, 'zinc_100g': 0.00028}",,,
Star,"Condiments, Sauces, Mayonnaises",Morocco,592.0,65.21,on,100g,e,Star Mayonnaise,1.12,,100ml,1.75,9.8,0.05,,,,
Coca-Cola,"Bebidas y preparaciones de bebidas,Bebidas,Bebidas carbonatadas,Sodas,Bebidas no alcohólicas,Bebidas de cola,Bebidas azucaradas","Austria, Azerbaijan, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Ethiopia, France, Georgia, Germany, Greece, Hungary, Kazakhstan, Moldova, Morocco, Poland, Portugal, Romania, Serbia, Spain, Switzerland, Tunisia, Ukraine, United Kingdom, en:slovenia",44.0,0.0,on,100g,e,Original ethiopian,0.0,0.0,,0.0,0.0,10.9,,,,
Bé,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Petits beurres, en:Biscuit au beurre, en:Snacks sucrés",Morocco,427.0,17.5,on,100g,d,Petit beurre,6.6,1.2,100g,0.23,8.5,15.3,,,,
Excelo,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat",en:ma,475.0,24.0,on,100g,e,King cookies choco,5.4,,100g,0.27,12.0,31.2,,,,
Lilia,"Plant-based foods and beverages, Dairies, Plant-based foods, Fats, Spreads, Plant-based spreads, Vegetable fats, Spreadable fats, Animal fats, Dairy spreads, Margarines, Milkfat, Butters, en:salted-spreads","Morocco, en:united-states",675.0,75.0,on,100g,d,مارغرين المائدة,0.1,0.0,100g,0.5,34.0,0.0,,,,
Lindt,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa,Dark chocolate bars for cooking","France,Morocco,United Kingdom",545.0,38.0,on,100g,e,Noir intense dessert 70%,9.6,,100g,0.03,22.0,30.0,,,,
Bonne Maman,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao","France, en:reunion",551.0,34.0,on,100g,e,Pâte à tartiner noisettes et cacao,6.7,3.3,100g,0.1,5.2,51.0,,,,
Harrys,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sliced breads,fr:Pains de mie blancs nature","France,Switzerland",278.0,5.2,on,100g,c,Extra moelleux nature,8.1,5.0,100g,1.18,0.5,6.5,"{'alcohol_100g': 0.00118, 'beta-carotene_100g': 3.61153125e-06, 'calcium_100g': 0.02474433875, 'cholesterol_100g': 1.1484375e-05, 'copper_100g': 0.000214588125, 'fructose_100g': 0.07416625, 'galactose_100g': 0, 'glucose_100g': 0.08072875, 'iodine_100g': 1.8375875e-05, 'iron_100g': 0.001697977125, 'lactose_100g': 0.07416625, 'magnesium_100g': 0.05672982375, 'maltose_100g': 0.8066185, 'manganese_100g': 0.00158396371875, 'pantothenic-acid_100g': 0.00050748825, 'phosphorus_100g': 0.19155105, 'phylloquinone_100g': 4.9745475e-06, 'polyols_100g': 0, 'potassium_100g': 0.25400637375, 'selenium_100g': 7.803165e-06, 'starch_100g': 41.98127625, 'sucrose_100g': 0.39888025, 'vitamin-a_100g': 3.4453125e-07, 'vitamin-b12_100g': 1.115625e-08, 'vitamin-b1_100g': 0.000564159, 'vitamin-b2_100g': 3.6342e-05, 'vitamin-b6_100g': 0.0001065299, 'vitamin-b9_100g': 4.10119425e-05, 'vitamin-c_100g': 0.000187628125, 'vitamin-d_100g': 9.6032625e-08, 'vitamin-e_100g': 0.002378689125, 'vitamin-pp_100g': 0.00064232625, 'water_100g': 26.3404918, 'zinc_100g': 0.0016210052}",,,
pauz,Gaufrettes,"Morocco, en:united-states",599.0,43.5,on,100g,e,Pauz,5.6,2.4,100g,0.45,32.11,43.0,,,,
Jaouda,"Produits laitiers, Laits, Laits homogénéisés, Laits UHT, Laits sans lactose",Morocco,58.0,3.0,on,100g,b,Lait sans lactose,3.0,,100ml,0.0,1.3,0.0,,,,
Yoplait,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Plain fermented dairy desserts,Skyrs,Plain skyrs","France, en:belgium",57.0,0.5,on,100g,a,Skyr,9.5,0.5,,0.15,0.1,3.6,"{'alcohol_100g': 0, 'beta-carotene_100g': 6e-06, 'calcium_100g': 0.128, 'cholesterol_100g': 0.013, 'fructose_100g': 0.05, 'galactose_100g': 0.47, 'glucose_100g': 0.064, 'iodine_100g': 2.63e-05, 'lactose_100g': 2.11, 'maltose_100g': 0.05, 'pantothenic-acid_100g': 0.00031, 'phylloquinone_100g': 2e-07, 'polyols_100g': 0, 'potassium_100g': 0.176, 'sucrose_100g': 0.05, 'vitamin-b12_100g': 3.3e-07, 'vitamin-b1_100g': 4e-05, 'vitamin-b2_100g': 0.00026, 'vitamin-b6_100g': 5.7e-05, 'vitamin-b9_100g': 2.5e-05, 'vitamin-d_100g': 8e-07, 'vitamin-pp_100g': 0.00019, 'water_100g': 88.6}",,,
EXCELO,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, en:Biscuits-et-gateaux, en:Biscuits-fourres, en:Snacks-sucres, Biscuit-au-cacao-avec-fourrage-goût-vanille-et-enrobé-au-cacao",Morocco,452.0,23.0,on,100g,c,Eyoo cover,6.0,,100g,0.0,0.0,0.0,,,,
Jordans,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales aux fruits,Mueslis,Mueslis aux fruits,Céréales pour petit déjeuner riches en fibres,Pépites de céréales croustillantes,Pépites de céréales aux fruits","France,Suisse",432.0,13.0,on,100g,c,Country Crisp 4 Baies,9.1,6.0,100g,0.03,1.8,20.0,,,,
